"Parameter","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat","valid","Q5","Q50","Q95","MCSE_Q2.5","MCSE_Q25","MCSE_Q50","MCSE_Q75","MCSE_Q97.5","MCSE_SD","Bulk_ESS","Tail_ESS","Temp","TL"
"d1",2.09113650757998,0.00690967320911705,0.538385304472809,1.15273319304958,1.68856463465305,2.05377829371494,2.45676309030878,3.212326109957,6069,1.00018552767509,1,1.27229466126384,2.05377829371494,3.06162624172016,0.00780357101695872,0.00612111800612247,0.00812039716107149,0.0100498193228851,0.0255259530757139,0.00539092893421922,5863,3511,26,2
"h1",1.98476981610695e-05,4.4615616845454e-06,9.7712829311171e-05,7.24294741322063e-08,7.24250539143987e-07,1.53622013624954e-06,2.71131202560316e-06,0.000285816312570202,477,1.00107063585517,1,1.43882022869173e-07,1.53622013624954e-06,4.7040769604786e-05,4.06584066163834e-09,1.42344075292341e-08,3.2623921050916e-08,8.63369643138081e-08,8.76129787410768e-05,3.15672086866353e-06,887,312,26,2
"w1",1.57912344700934,0.019895284635179,0.703091013139281,0.577884654296125,1.03587276470158,1.45145022724611,2.01238714398737,3.22296742765774,1263,1.00247400166472,1,0.656439306911464,1.45145022724611,2.9362186290091,0.00661257948680821,0.0102015195024246,0.0208432214731021,0.0249461054334532,0.0459847384880379,0.0147578060847315,1422,2456,26,2
"B",0.104431882187441,0.000308046025360396,0.0194101677154608,0.0728938591654297,0.0908036140181764,0.10217765284964,0.115474580569902,0.14918015586388,3983,1.00091448870283,1,0.0768574593108665,0.10217765284964,0.14025667571804,0.000367929569019342,0.000250860798257722,0.000292492311944614,0.000371065813843746,0.0016720040410456,0.000233528791118382,4732,3665,26,2
"N1_0[1]",283764.149313403,1018.94529535266,68105.5907746575,159951.745498999,234899.902962241,281452.456912092,328789.989672317,422199.350684819,4484,1.00169464621405,1,177772.136913396,281452.456912092,400872.919335979,2059.09765256869,1165.7206465059,1302.95704515596,1378.96410150712,1766.46338009246,720.550172722931,4410,6428,26,2
"N1_0[2]",239661.471817707,744.276469781462,59136.6985876283,131899.376633005,198767.287241976,236368.414596393,277440.96712077,364491.10604685,6301,1.00071373528731,1,147539.861846392,236368.414596393,341973.932896195,1504.30162689493,902.538904857123,915.888829752235,867.261659630109,1742.89411256963,526.307254487421,6041,6506,26,2
"N1_0[3]",206755.522673894,724.154200734262,55536.3249730703,107603.968232899,168174.775912827,203570.971243967,241716.467402397,323275.97894877,5867,1.00120451584701,1,121494.969828177,203570.971243967,302500.900660851,1335.32327003819,853.081842865999,998.319469044247,977.955658910811,1808.57234197145,512.079741211754,5618,6971,26,2
"N1_0[4]",262261.75764302,865.640257509695,65091.7540445991,150601.323475983,216734.601147303,257015.612525734,301756.348342756,406680.879697751,5621,1.00013464561779,1,165403.378287224,257015.612525734,379455.16803312,1403.93300861739,1057.13233024489,992.976692960365,1159.54141342847,1936.32808135205,612.131673407886,5542,6361,26,2
"N1_0[5]",256364.884835325,65.0529736603987,6702.8763964354,242857.357698708,251919.921254122,256393.974433107,260867.864950677,269456.790533268,10606,1.00004540743264,1,245122.168586349,256393.974433107,267392.069509319,148.14099897792,99.9690071409277,90.4496768941317,86.3111841767241,173.536181549367,46.000662390686,10621,9367,26,2
"N2_0[1]",0.346729428487676,0.00189309294294772,0.210741304743654,0.0451233712949103,0.184695287415657,0.313894631253737,0.470799853049395,0.84104958450153,12375,1.00073639156634,1,0.0668317528882107,0.313894631253737,0.743231374861458,0.00241307521227745,0.00251015270940658,0.00262132915729482,0.00282817626331264,0.00857948161963945,0.00133865037037961,9059,5830,26,2
"N2_0[2]",0.329221625031781,0.00205134710733292,0.214081929146595,0.0329045240132555,0.165611892331552,0.291412817815285,0.454295509227908,0.828790927042572,10869,0.999988307257248,1,0.0523855908654813,0.291412817815285,0.734091400662114,0.00158047440566042,0.00291191962922638,0.00265348627874043,0.00301749394145504,0.00719666782083606,0.00145056029724214,8308,5982,26,2
"N2_0[3]",0.355487454235052,0.00210935466642387,0.218546072325073,0.0351238976513294,0.187143965627293,0.324531355505524,0.489519663461676,0.853924650245743,10755,1.00108056812896,1,0.0577723258789353,0.324531355505524,0.758107629771689,0.00191085845004937,0.00293420225017252,0.0027060578664771,0.00293126935555824,0.00602073379058266,0.00149157951215572,8184,4993,26,2
"N2_0[4]",0.248694717822535,0.00188730467332864,0.203004100673251,0.00902426588473849,0.0897938690755477,0.201005109578769,0.357351249500473,0.757859937259622,11546,1.00004465432663,1,0.0167692083070598,0.201005109578769,0.645572615345383,0.000755183395552693,0.00212754427795728,0.00274636573179167,0.00347075088780341,0.00898642592302956,0.00133455957906174,7586,5027,26,2
"N2_0[5]",0.0886803443334844,0.000604786097818698,0.061181647989231,0.00506038521031325,0.0399087147341591,0.0785761011323638,0.126718918443426,0.229591586424622,10175,1.00032879046111,1,0.00900050714871542,0.0785761011323638,0.202808128966673,0.000452874346868374,0.000888047583520873,0.000874995339548122,0.000734043948134422,0.00205190380073225,0.000427660541285059,6964,4884,26,2
"r",0.0511387331669192,7.71295615212036e-05,0.00423531051248341,0.0430004436307191,0.0481834776780346,0.0510083535982522,0.0540073050487306,0.0598574811669409,2984,1.00001819226216,1,0.0443948321394553,0.0510083535982522,0.0582801768395255,0.000177152650838466,0.000105336814298158,0.000103875681969661,6.71734171182013e-05,0.000160267040980086,5.45441123627339e-05,2964,3131,14,3
"Q",3.00975432652482e-07,1.59367838567707e-09,9.01503261878043e-08,1.14662502623694e-07,2.39589015240248e-07,3.0374382417616e-07,3.62410051468085e-07,4.69884064188842e-07,3101,1.00032272852144,1,1.46891316955189e-07,3.0374382417616e-07,4.44634645367606e-07,6.88450049795782e-09,2.33772259114489e-09,1.41225715331285e-09,1.6444445519713e-09,4.11451283691052e-09,1.12700352590372e-09,3295,1808,14,3
"a1",8.12943194130464,0.0252609598322104,2.04485856754358,4.27144307449537,6.71655143745718,8.0973500821721,9.48311228231623,12.305926541582,6455,1.00041201465668,1,4.87523823176925,8.0973500821721,11.5298738892948,0.100812798559586,0.0498294822601211,0.0408621885523868,0.0438678207925731,0.0701590690857117,0.0178629910734032,6190,3513,14,3
"h1",0.000209777079557113,1.99517993861104e-08,1.0395288069745e-06,0.0002076852589624,0.000209066918760587,0.000209798297404353,0.000210507253195211,0.000211723980262949,2701,1.00089060968812,1,0.000208034228673944,0.000209798297404353,0.000211422497907059,4.48155968304982e-08,2.61994557366384e-08,2.71216737477423e-08,2.09821085272376e-08,3.25063239412589e-08,1.41105886398157e-08,2719,3121,14,3
"w1",2.54613985316563,0.00356705905040866,0.315433714989587,1.93464017420303,2.33392893248836,2.54572984781941,2.75959756247633,3.16436242350231,7800,1.00031669201666,1,2.0275668691883,2.54572984781941,3.06880069130208,0.0151025217705593,0.00740547967361915,0.00459044820393983,0.00507309082019058,0.00931987287170144,0.00252238573423152,7854,4074,14,3
"a2",17.8867154194541,0.0540815226779392,2.90427893437061,12.7525102805549,15.7828644706763,17.7167362927403,19.7963963880449,23.9399357610216,2868,1.00057518709846,1,13.4888912852239,17.7167362927403,22.8699757577895,0.0725943495469981,0.0571406672043784,0.0656237355180593,0.069128582219383,0.183254002200245,0.0382452797024272,2869,3753,14,3
"e2",0.08311222010041,0.000141004156243164,0.0087545427970125,0.0669719149970245,0.0769320644296678,0.0827475657749229,0.0888827117895342,0.101306200763822,3842,1.00037469868273,1,0.0692884703103378,0.0827475657749229,0.0982385268674301,0.00023272185097032,0.000192602960847395,0.000161518005099059,0.00018989861007318,0.000395486006807874,9.97166093783024e-05,3850,4114,14,3
"d2",0.0478046252794681,9.71426994275697e-05,0.00576933612826863,0.0370489829872846,0.0437749038887285,0.0476923536579725,0.0516864981511257,0.0593721124803836,3513,1.00035029024415,1,0.0386580524026212,0.0476923536579725,0.0575942378940684,0.000233219514624402,0.000149079978717947,0.000116923364843351,0.000129044780812281,0.000206629620629728,6.86959423408302e-05,3509,4468,14,3
"h2",0.249559871776004,0.000524337006084622,0.0350087172711148,0.178372662013858,0.226579737598674,0.250487676121143,0.272821591266887,0.31714992628048,4432,0.999893218047501,1,0.191360818462841,0.250487676121143,0.305841230092958,0.00165147608974531,0.000772176955022658,0.00058900186385856,0.000542958918724773,0.00152336042587542,0.000370786513033888,4484,3735,14,3
"w2",16.7186725144109,0.112969978098318,6.65708663146155,4.10219370345489,12.1929356725889,16.5228814563341,21.0025364054988,30.3451264271262,3453,1.00011588011879,1,5.84028617748842,16.5228814563341,28.1997860026211,0.587438439545221,0.169381539095199,0.0960845544870885,0.108133733286349,0.189352664699225,0.0798885480481132,3047,1552,14,3
"N1_0[1]",181287.886403002,322.946064648607,23879.4248558729,137138.241542731,164987.430300289,180321.104027463,196658.938843069,230685.715857616,5457,1.00117046889104,1,143575.647456777,180321.104027463,222055.041078222,932.01855302167,437.149341032142,396.39606741874,523.829049745764,905.366287560682,228.369535412704,5412,4193,14,3
"N1_0[2]",290690.17102209,370.727256645722,28676.4005014875,237501.050742848,271005.547177137,289477.546569364,308853.141970634,350948.725187918,5969,1.00017376155277,1,245504.689658566,289477.546569364,339931.075138937,922.695814780716,428.725901205471,480.844934186985,490.762761419377,1341.29189792866,263.857450164956,6015,4306,14,3
"N1_0[3]",216493.388088701,344.583256794975,25303.4863627845,169058.990697059,198858.992438161,215253.656333873,232798.471990592,269204.010677852,5329,1.00017683041519,1,177410.137397004,215253.656333873,259891.015035066,835.326457936302,465.990544712389,360.034816112588,489.408035122979,1070.61246251361,245.517022934086,5403,4438,14,3
"N1_0[4]",148749.508324014,287.742926562517,21528.8732611222,109878.461974842,133754.085016085,147700.888375584,162411.51847998,192429.319103818,5559,1.00057470812216,1,115768.125904279,147700.888375584,185798.856299775,914.52571155037,385.676850318225,263.008688214933,519.858760160481,887.823752819924,205.67824362041,5689,4512,14,3
"N1_0[5]",211454.670311482,79.4242429928157,6595.78880186256,198196.077291499,207128.460198867,211371.719655219,215889.045559128,224503.960990718,6890,1.00086631079143,1,200443.611671968,211371.719655219,222462.902671296,296.300036527929,122.155371371933,100.04850687299,121.742866170724,211.369197927212,56.1637961453361,6894,3814,14,3
"N2_0[1]",0.0185092249781728,5.58168891221292e-05,0.00317522399801513,0.0128423765514739,0.0162844687246254,0.0183152845021717,0.0205637292945024,0.0251740028549635,3226,0.999798266423652,1,0.013610154638391,0.0183152845021717,0.0239763880172667,0.000108457853406722,6.78759266226087e-05,7.45059320099353e-05,6.34041762749959e-05,0.000149945080746063,3.94720586276049e-05,3172,3634,14,3
"N2_0[2]",0.0285716767447549,5.59462276158944e-05,0.00311299661361914,0.0226985998840345,0.0264305408922599,0.0285353215536363,0.0306330357362245,0.0348208445521848,3087,1.00018747627479,1,0.0235648498501142,0.0285353215536363,0.0338185525615926,8.62134288736847e-05,6.64824860960068e-05,5.82014443106481e-05,7.34296767183062e-05,0.000114501540772888,3.95636842433147e-05,3064,3609,14,3
"N2_0[3]",0.0440092076349726,6.94983657992966e-05,0.00392172987517212,0.0366955970895744,0.0413192750994181,0.0438833509599997,0.0466208991370024,0.0521142332583255,3174,1.00053467905165,1,0.0377588659734085,0.0438833509599997,0.050695622327397,8.98784023366413e-05,8.66431986822347e-05,8.46261625698473e-05,9.39512013188072e-05,0.000202160505372223,4.91472677860081e-05,3167,4354,14,3
"N2_0[4]",0.0416410770589719,8.03046663509936e-05,0.00440044543178392,0.0334068916882821,0.038635361017314,0.0415142310123195,0.0445502569282048,0.0506135849967047,2997,1.00065381964158,1,0.0346082860203219,0.0415142310123195,0.0491401321041438,0.000141054433707374,9.99060894770407e-05,9.03594757785987e-05,0.000117975727132243,0.000168908766096099,5.67894907642792e-05,2988,3334,14,3
"N2_0[5]",0.02240118316469,6.02104779490051e-05,0.00336494911228922,0.0162739269388379,0.0200464325971786,0.022224347470703,0.0245788448066067,0.0295315360768442,3116,0.999756689079861,1,0.0171555929427359,0.022224347470703,0.0282114230040221,0.00010516141770785,8.21938638937304e-05,7.46924212249016e-05,7.78823152778069e-05,0.000163094611002718,4.2579213732842e-05,3066,3662,14,3
"N3_0[1]",0.00802740262459537,8.05647358186978e-06,0.000555784914468843,0.00696154895376181,0.00765113421563185,0.00801652961484732,0.00838426427868715,0.00915089399386179,4745,1.00000533068919,1,0.00712157456104634,0.00801652961484732,0.00896690419803737,1.92551871110711e-05,1.22931587237087e-05,9.88572343189886e-06,8.11392041100492e-06,2.60541802248361e-05,5.69713627534248e-06,4728,4370,14,3
"N3_0[2]",0.00648626885116957,6.81368167331665e-06,0.000430692499387078,0.0056520222046046,0.00619209931141814,0.00648391121870299,0.00677229682399637,0.00734839066633236,3967,0.999845631519937,1,0.00578086163017802,0.00648391121870299,0.00719169573234662,1.30564389272899e-05,9.02890103088522e-06,9.73219760356386e-06,7.85447643673236e-06,2.04491747666674e-05,4.8258069953582e-06,3997,3749,14,3
"N3_0[3]",0.00571022213281662,5.88337237628428e-06,0.000345141180517424,0.00503814918551104,0.00547239857332633,0.00570574737128208,0.00593720054158548,0.00639867069868587,3413,1.00023518975083,1,0.00515335928395881,0.00570574737128208,0.00629484866271544,1.34109965764955e-05,6.49783447979153e-06,6.29612387214847e-06,7.88671525024393e-06,1.15913764864037e-05,4.16052513531413e-06,3449,4087,14,3
"N3_0[4]",0.00471304355509066,5.50744016295077e-06,0.000333383125497242,0.00406289440648612,0.00448815547399682,0.00471183420396773,0.00493672487915588,0.00537350982800523,3661,1.0003067680189,1,0.0041580540343499,0.00471183420396773,0.0052631902175241,1.20990154339235e-05,6.15890418421885e-06,5.34770029711733e-06,7.2171016681122e-06,1.01441205385042e-05,3.89465831125616e-06,3658,3850,14,3
"N3_0[5]",0.00792947143530007,7.4902626768184e-06,0.000520329661965384,0.00694652347447745,0.00757568321206937,0.00791708664232842,0.00826623490222319,0.0089948787750869,4815,0.999881442221575,1,0.00709361769137926,0.00791708664232842,0.00880906630197925,1.92720590369618e-05,9.92424402892133e-06,1.00543931650125e-05,9.65131903324108e-06,2.58135906941702e-05,5.29673568469627e-06,4814,4744,14,3
"r",0.0681554140851819,0.000125840508778933,0.006074307595883,0.0564791587312651,0.0640288408862637,0.0680250976611785,0.0721055641464738,0.0806532904067207,2326,1.00087039547465,1,0.0581985749370243,0.0680250976611785,0.0783314387001628,0.000167896773458829,0.000129549819563757,0.000144554635581655,0.000168146250550977,0.000314636398717913,8.89938183301427e-05,2329,3231,17,3
"Q",1.23417152649812e-07,3.04466033203399e-10,1.74658054849111e-08,8.92758731859426e-08,1.1179155793398e-07,1.23378491641282e-07,1.35172052532485e-07,1.57270886050276e-07,3297,1.00036103393459,1,9.48777124795001e-08,1.23378491641282e-07,1.52301552108058e-07,9.12401752500048e-10,4.53313471741938e-10,3.16999668464742e-10,3.79183264821273e-10,5.60075123843318e-10,2.15309081047129e-10,3277,3429,17,3
"a1",7.46930728461781,0.0340140109812865,2.27294784765131,3.49486022471564,5.83086225970914,7.31021939373312,8.91915171090255,12.3027561628948,4477,1.00020353711641,1,4.02994667954753,7.31021939373312,11.5124543187867,0.0717372756981733,0.0516233999229261,0.0408781326826451,0.0465424207859542,0.102562859768838,0.0240531089359024,4010,3014,17,3
"h1",1.91321752645854e-05,1.177832495228e-08,3.75821371841019e-07,1.83681266345516e-05,1.88855450576475e-05,1.91451823187057e-05,1.93967495119434e-05,1.98323026920989e-05,1019,1.00211456757339,1,1.84951502118048e-05,1.91451823187057e-05,1.97164334534015e-05,2.13089269329531e-08,1.26085548434339e-08,1.17711043501302e-08,1.17295065054071e-08,2.21844764220676e-08,8.33132820482456e-09,1015,2322,17,3
"w1",1.9240236852901,0.00363092050218699,0.291215160939029,1.36548612237711,1.72865592466182,1.92108675576279,2.12097056799715,2.48261174719818,6413,1.00049788624403,1,1.44955977011466,1.92108675576279,2.40965838186887,0.0132543433761104,0.00548459692177405,0.00509012744789239,0.00460800069061262,0.0102824497920608,0.00256756493093416,6472,3567,17,3
"a2",16.7873738299728,0.109136073293599,4.02415062165961,9.39244317117294,13.9394381638915,16.6715617595361,19.4999870371191,24.9279554711871,1350,1.00089426965409,1,10.3137131399499,16.6715617595361,23.548330739486,0.10622612951211,0.127396222980394,0.135607042717981,0.15204138407279,0.223366995342193,0.0771874185223979,1361,2133,17,3
"e2",0.0737155267218219,0.000259616614290249,0.0125892205088424,0.0517137548329291,0.0648458974786896,0.0726298468978347,0.0813726096809445,0.101296768589667,2351,1.00167255451014,1,0.0548818101728239,0.0726298468978347,0.0964108728981593,0.000333140754622145,0.000229283628382836,0.000261061513536769,0.000333559246008516,0.000681685620813367,0.000183834197301865,2376,3446,17,3
"d2",0.046139180236023,0.000117429985324809,0.00721293994772218,0.0316311193110494,0.0414656348324158,0.0461613414869484,0.0510067430211425,0.0602813389773059,3749,1.00015487569488,1,0.03411383612061,0.0461613414869484,0.0578419397123055,0.000348719298481057,0.000159840245329636,0.00013929265198424,0.000140901962820687,0.000223587400741649,8.30419589747927e-05,3830,3166,17,3
"h2",0.237841649919921,0.000735859318648506,0.0442247283758037,0.153568594098236,0.208623518940061,0.236717476649818,0.266924446338645,0.325995455033947,3592,1.00037825011003,1,0.165406727098242,0.236717476649818,0.311824966684274,0.00137217165534337,0.00098273703881549,0.000735942769612002,0.000738137300570707,0.00134275400714748,0.000520373137429683,3571,3562,17,3
"w2",22.406359444091,0.118847986926019,7.87672092565462,6.80666321101124,17.1230537955677,22.3452079874559,27.6333320539883,38.1697850151041,4304,1.00080768365244,1,9.46951277509262,22.3452079874559,35.6826611510233,0.383002028879198,0.176566883490491,0.111236803181406,0.139626157546736,0.302983089317355,0.0840437984624211,4253,2339,17,3
"N1_0[1]",255226.795112989,558.270691314088,27687.7950633001,202647.038090613,236088.745909164,254696.114885098,273579.160813213,310893.380653605,2460,1.00009949915461,1,210507.333334031,254696.114885098,301297.093946536,1069.20362871441,733.32728876514,578.137284246957,611.054851221386,1343.09184483712,394.803809925405,2451,3283,17,3
"N1_0[2]",288417.729551162,518.563637308205,30256.6016513669,231240.54521293,267741.396324065,287964.077885115,308617.152198934,349211.097961977,3413,1.00016366612,1,240178.452452458,287964.077885115,338732.454330729,1777.94022073866,755.892721753276,608.968026739691,650.066369650769,1636.73280997432,366.711283828275,3372,3925,17,3
"N1_0[3]",248756.655264239,504.72438969196,29633.1652107294,194107.631104159,227873.42186282,247682.671415466,268400.815476557,309651.046191252,3444,1.00038650385549,1,201958.445725978,247682.671415466,299125.231711808,1160.29577940522,640.22100204874,544.034331065122,615.022865107749,1396.81423215949,356.924240954803,3404,3701,17,3
"N1_0[4]",351631.623993009,546.091453709065,35506.5765688396,281411.676672582,327615.862139247,351548.259852347,375079.640678439,421999.048573591,4217,1.00012958346881,1,292834.170857926,351548.259852347,410112.839725865,1376.4172161381,754.99970196528,654.249391736899,754.432175079011,1490.97064510762,386.171614043788,4205,3871,17,3
"N1_0[5]",363728.097791418,79.506467767145,6587.27367063912,350996.113531619,359184.384408171,363701.674813761,368290.297684172,376579.221855708,6860,1.00069368097367,1,352900.235770638,363701.674813761,374615.177392744,326.814661385579,131.83740119476,87.9237490449159,127.111299566692,181.708456092281,56.221951280244,6868,4444,17,3
"N2_0[1]",0.124054646611674,0.000919614532603541,0.0297626404132035,0.0706789378959873,0.103339283193539,0.121668952094743,0.142448104398188,0.187951297873303,1024,1.00346543328933,1,0.0789784966473915,0.121668952094743,0.176408241835796,0.00145800368947609,0.00107459550897236,0.000977136280176802,0.0010339193656897,0.00191689918450458,0.000650446827978718,1010,1682,17,3
"N2_0[2]",0.0780072921455485,0.000510603525339693,0.0172861503040235,0.0473057041944476,0.0657406462587081,0.0769387606105792,0.0885724996991908,0.114756758625734,1113,1.00266996612763,1,0.0518725025564977,0.0769387606105792,0.107894789497488,0.000794782963082979,0.000584881310014364,0.00051216790393057,0.000633068499001056,0.000956906882516283,0.000361143136340178,1100,1649,17,3
"N2_0[3]",0.0793778013204943,0.000361274737682958,0.0152377496641317,0.052190541891249,0.068845238312962,0.0783682677102064,0.0887018794910523,0.112121478908374,1763,1.00135075469773,1,0.0558341019789488,0.0783682677102064,0.1059773084977,0.000711612319400635,0.000358552845543016,0.000339820325766078,0.000414039200106152,0.000984836590824816,0.000255501712085825,1718,2094,17,3
"N2_0[4]",0.0277591882719939,0.000273543116430078,0.00859936397729434,0.0132908333866756,0.0217120232926269,0.0268975037554855,0.0327731006662573,0.0468140530701757,969,1.00383779348489,1,0.0153159060270376,0.0268975037554855,0.042907207413794,0.000376540255896341,0.00024357781892995,0.000267554870916927,0.000293878910722228,0.000721304136725762,0.000193481305583789,983,1820,17,3
"N2_0[5]",0.0621903091833451,0.000439374481616031,0.0144606024191664,0.0367847847555079,0.0522774726132747,0.0609935568534791,0.0709159443148866,0.0931669335862952,1062,1.00239074772623,1,0.0402365221569668,0.0609935568534791,0.0875647406386632,0.000672834298412871,0.000408727690633243,0.000435298326792937,0.000479484321048725,0.00115816903514012,0.000310768371090726,1060,1685,17,3
"N3_0[1]",0.00438292403860624,9.31594017963087e-06,0.000577049503710305,0.00323993491102288,0.00401215308910971,0.0043821930574604,0.00476873357722021,0.00552775914649977,3827,1.0001287036596,1,0.00343337049484974,0.0043821930574604,0.00531904575468533,1.80399216149671e-05,1.42726555593178e-05,1.14159076826594e-05,1.04355378716041e-05,2.50668652358971e-05,6.58786529907529e-06,3828,3906,17,3
"N3_0[2]",0.00548826763457098,1.13890504290604e-05,0.000601222124588115,0.00434004099478214,0.0050768285746129,0.00547360153198977,0.00589177674639683,0.00668191531523267,2767,1.00032162649915,1,0.00451279838473739,0.00547360153198977,0.00648329308363014,2.16150667629996e-05,1.41992675506395e-05,1.44900514443204e-05,1.48409793135603e-05,2.74165700760356e-05,8.05411781620119e-06,2772,4575,17,3
"N3_0[3]",0.00792197002016529,1.3125748477516e-05,0.000762786365747403,0.00652107868509913,0.00741759662884931,0.00788488379403275,0.00841828094788845,0.00954401529971371,3370,1.00004392469461,1,0.00671186217295909,0.00788488379403275,0.00922583309435193,2.58347725061877e-05,1.61148762909424e-05,1.40417805512723e-05,1.78786641865242e-05,3.20757601941198e-05,9.28210744203263e-06,3355,4217,17,3
"N3_0[4]",0.00526155551355902,1.88338353613218e-05,0.000876972206396024,0.00358453043358178,0.00466907966887078,0.0052312766020436,0.00585483274659239,0.00700602524853173,2139,1.00059201872643,1,0.00385916085493956,0.0052312766020436,0.00672373659288356,5.22665537043194e-05,2.34464723605095e-05,2.09007814551631e-05,2.02178450023948e-05,4.5073896467782e-05,1.33193246122839e-05,2171,3429,17,3
"N3_0[5]",0.00559854587978902,1.55229148744159e-05,0.000681959630109752,0.00425882364775989,0.00513303166604403,0.00560110350750626,0.00604830364627865,0.00695714843104977,1903,1.00046613576109,1,0.00447039139419992,0.00560110350750626,0.00672746039212428,3.62192020071177e-05,2.06332994086159e-05,1.95508561898158e-05,1.6703114893719e-05,2.13058306229919e-05,1.09780175221764e-05,1924,2661,17,3
"r",0.0837404646201097,0.000215450534254692,0.0126380348279586,0.0599513535798284,0.0749173272663542,0.0834563734701849,0.0918985086066972,0.10991762382374,3411,1.00035240839554,1,0.0634579199489621,0.0834563734701849,0.105385470241364,0.000475797179518192,0.000338868921921635,0.000239716044124663,0.000339496869662434,0.000814275456171867,0.000152359449440768,3361,3128,20,3
"Q",2.85979767975999e-07,5.94698451031569e-10,3.4791876696696e-08,2.20431662713533e-07,2.62809306807827e-07,2.84958962055407e-07,3.08575157118192e-07,3.56199508952875e-07,3339,1.00138554656791,1,2.30882176219965e-07,2.84958962055407e-07,3.44223621430255e-07,1.08024160048927e-09,9.06420500722954e-10,6.59333620686708e-10,6.60075228416795e-10,1.68436394335208e-09,4.20551147496392e-10,3295,2440,20,3
"a1",6.20548305612042,0.0667356733447067,2.32956528387447,1.97248779153948,4.50508812673819,6.04735386232648,7.71915884252037,11.1513998837497,1200,1.00090063942431,1,2.54524246991444,6.04735386232648,10.3686249020378,0.178936071285205,0.0876629889600777,0.0594660244458489,0.0516450683579377,0.0643255874034532,0.0472005470375219,899,347,20,3
"h1",2.02034114324604e-05,1.49063341700648e-08,3.25066760167375e-07,1.94377057211763e-05,2.00285658311226e-05,2.02480163905561e-05,2.04212120171591e-05,2.07185407981722e-05,471,1.00227744715257,1,1.96475716142686e-05,2.02480163905561e-05,2.06504490676381e-05,1.58725350776636e-07,1.65738518914828e-08,8.26469097667559e-09,5.88399278926676e-09,8.14730145249297e-09,1.05468413030858e-08,771,375,20,3
"w1",0.929972647730975,0.0110937020027611,0.521365608956432,0.0755595081205074,0.532540841229165,0.896216239050455,1.28222475841954,2.03428814765375,2193,1.00071036211298,1,0.136507550276112,0.896216239050455,1.83756971897183,0.0078548336647299,0.0168135673056317,0.012601216738486,0.0120408422747978,0.0315725627188848,0.00784546804313401,1727,531,20,3
"a2",18.6087325947098,0.104683713566377,4.2278909828306,11.616573956892,15.5783018658892,18.2030622418746,21.1722047586624,27.916078491716,1623,1.00311900260721,1,12.359660462244,18.2030622418746,26.4035036061211,0.175932675465775,0.109717223043449,0.134220314921066,0.120379017026071,0.159783919260727,0.074035803922017,1625,1088,20,3
"e2",0.115192609485802,0.000412603660535399,0.0161283325761193,0.0844132949937544,0.104350502769557,0.114826401115005,0.125810409475482,0.148163555552137,1501,1.0014757480649,1,0.0895194648243556,0.114826401115005,0.142733351394375,0.00221224331209157,0.000449938324161979,0.000395724267949031,0.000425895248753486,0.000796415506353565,0.000291810556312309,1514,1030,20,3
"d2",0.0331882777183587,0.000116332177969858,0.0077239551710585,0.0185819221503094,0.027877217727324,0.0331119554031659,0.0381618583537835,0.0491303197442391,4329,1.00098759066532,1,0.0209053394201403,0.0331119554031659,0.046135724772233,0.00030894757573724,0.000171025510994908,0.000146301053880121,0.000174333761099408,0.000328263019258188,8.22647149248203e-05,4351,3794,20,3
"h2",0.22318160308682,0.00097872833772987,0.0535224698731744,0.120582229307886,0.186245039549621,0.222877322038407,0.260423383937887,0.327621066291932,2972,1.00056753841618,1,0.136025304971759,0.222877322038407,0.31043652477921,0.00266231234192293,0.00173647386080923,0.001173410400281,0.00112070928110233,0.00221351431397429,0.000692132952940493,2970,2895,20,3
"w2",31.0336839701097,0.154699604787019,8.05151500008427,15.6590098714459,25.4948227165648,30.7309929700408,36.2126050049545,47.4503618129011,2714,1.00270141853941,1,18.3993360308211,30.7309929700408,44.7785768171637,0.385693447518793,0.193015652231081,0.210227066631949,0.216462588227351,0.261579291534236,0.109400920111481,2673,3468,20,3
"N1_0[1]",246071.963410315,1209.07554899782,52555.4186729829,154143.548966984,209303.94639178,242332.394711866,279280.914519399,359788.500726297,1878,1.00117866754771,1,165792.143035942,242332.394711866,339036.574346923,1547.74129040887,1068.24997706569,1077.39935903621,1649.00962945743,3085.75928426618,920.307309497542,2127,694,20,3
"N1_0[2]",199033.451891611,889.610220006775,46967.8070339643,119713.44438786,165098.540968507,195440.886312075,228895.625603401,300767.396305916,2749,1.00091958246746,1,129430.840178049,195440.886312075,282878.370949835,1067.31505546845,986.930893048659,1071.3733385769,1376.900135715,2657.27800533856,629.115252851355,2684,3741,20,3
"N1_0[3]",533116.262743432,1944.96891251671,89960.5269698887,356010.16824713,471769.126592777,530696.124758073,592942.842974497,717723.56260434,2126,1.00149067010272,1,387139.686873839,530696.124758073,681255.636229792,10838.2960837331,1894.85324216791,2074.69282794342,1962.84632456012,5185.16744447767,1375.48825301878,1988,642,20,3
"N1_0[4]",321834.813125481,1656.61958973206,76972.5827077673,175661.572861697,268781.039815379,318906.470231598,371838.522300287,479974.632969337,2148,1.00073308999201,1,198137.196048136,318906.470231598,451208.060051694,7029.58790146423,2344.01070731709,1560.10468465055,1644.44930072743,3701.14729979335,1171.56524119896,1978,796,20,3
