Parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,valid,Q5,Q50,Q95,MCSE_Q2.5,MCSE_Q25,MCSE_Q50,MCSE_Q75,MCSE_Q97.5,MCSE_SD,Bulk_ESS,Tail_ESS
r,0.15734711401896595,1.7746378129218543e-4,0.013170873677547481,0.13205863503211496,0.14836710491372546,0.15720485757422448,0.16605664599923112,0.18399125259118213,5491,1.0000495571617865,1,0.1361032630580314,0.15720485757422448,0.17948387075710093,4.168328490152112e-4,2.066156487517956e-4,2.1064064567667684e-4,2.12441043739367e-4,4.003725805985514e-4,1.2549248826336233e-4,5476,7054
Q,2.0270306347837681e-7,1.5861089001356787e-10,1.6257642624318658e-8,1.7139085949034236e-7,1.9178468114944038e-7,2.0247978076630657e-7,2.1334709490051358e-7,2.35660006756984e-7,10484,1.0001812386355162,1,1.765200128270161e-7,2.0247978076630657e-7,2.3001720064176785e-7,6.395557562013938e-10,1.8812368101547982e-10,1.6679457741710386e-10,2.3934157000266837e-10,4.830119830461415e-10,1.1215794897794649e-10,10448,9121
a1,5.801876405582142,0.03266405496881356,1.8908716071563507,3.111182777767606,4.388706279097099,5.448738869824071,6.860899406569692,10.356301787866354,3339,1.0027561980246473,1,3.3597337330243033,5.448738869824071,9.44015413926409,0.018575028512104685,0.029470553360264606,0.033175870323938206,0.04598730724693434,0.09309979343130781,0.023098985355858657,2993,5547
h1,4.143237829039783e-6,5.013619164223687e-9,2.4026449056673645e-7,3.5964803461680283e-6,3.9947388655185255e-6,4.175628499434728e-6,4.319580092623006e-6,4.521682832288913e-6,2283,1.0024860066498493,1,3.703461544055247e-6,4.175628499434728e-6,4.483013222936922e-6,1.3478428262970326e-8,8.019111085576737e-9,5.45290379201618e-9,3.365375933997093e-9,3.0376843724121393e-9,3.5456144501718235e-9,2462,3519
w1,2.2145798692326792,0.004988692140698047,0.5407573788485115,1.161374167409572,1.8453654511017554,2.212448395091348,2.58363995043241,3.2692156138555357,11643,1.0004608171040015,1,1.322818700851477,2.212448395091348,3.10155238800693,0.015658287196944398,0.007870939146620626,0.005628418235890109,0.006699445326550979,0.010277229296471235,0.00352762560931618,11669,6944
a2,32.444118158807306,0.11869478520986079,7.430622800384346,20.286850237887116,27.138943774917347,31.576075760752005,36.935039497473866,49.00623966396377,3901,1.0009970665970473,1,21.756459510974235,31.576075760752005,45.8706077557295,0.1352047241751677,0.12143546568529118,0.1460144583487697,0.1828879946807973,0.3459095688003373,0.08393613445349463,3930,7040
e2,0.05738049497589192,2.0198086380545283e-4,0.012234330895007178,0.03552655936306292,0.04872500460071054,0.056743660692661346,0.06524296315229255,0.08311340820451701,3649,1.0013431785636875,1,0.03863044069585965,0.056743660692661346,0.07877470584461027,2.900133474007631e-4,2.803701434467322e-4,2.3883426549448777e-4,2.3452575153457e-4,0.00043893770883350613,1.4283339376484712e-4,3502,5168
d2,0.020660544841950897,5.866563563088561e-5,0.005805068473011665,0.009527876709784206,0.016711893274759422,0.0205970604577346,0.02450597442927951,0.03241417412729384,9754,1.000277395746602,1,0.01124694606297476,0.0205970604577346,0.030391043616066787,1.7433186666863595e-4,8.112918580887273e-5,7.059787312652978e-5,6.505229749682352e-5,1.1067421389469173e-4,4.1484104470846034e-5,9556,6037
h2,0.1898400201916086,9.684882216373656e-4,0.05687940956848441,0.08313912682910549,0.15045657373972637,0.18847826131336076,0.2275993853118008,0.304952942306051,3434,1.0011102591291492,1,0.09798527349864207,0.18847826131336076,0.28604817428836354,0.0021975942840956816,0.0012034914924282242,9.571938085214671e-4,9.137074923189908e-4,0.0011695562975099216,6.848825065662212e-4,3340,3607
w2,11.047737744694606,0.07751584172999228,7.227912587582067,0.565042168093106,5.444395518292816,9.984173581607092,15.662409399887075,27.3048573719726,8680,1.000212585637823,1,1.139743700892168,9.984173581607092,24.43990363803328,0.052169956612465984,0.11436184998333143,0.10720480156405365,0.1122012383632347,0.12298932684997865,0.054813816188140914,7255,5126
N1_0[1],378687.58062749624,439.1005710710028,35659.18235895156,310705.2532019208,354705.9804653158,377777.8984152137,402112.1202933269,450515.0167298851,6582,1.0001634030095314,1,321535.19144628063,377777.8984152137,438551.5250523118,711.775249575061,618.2161406505038,489.51490124111297,494.8328093912569,983.7934663472697,310.5047237012219,6520,7739
N1_0[2],261637.36144815932,266.13231796422895,21386.71339203731,220444.39735989526,247231.2023038649,261129.3740864031,275608.0110120529,304755.5514809183,6443,1.0008579488670972,1,227558.8519984361,261129.3740864031,297450.31794863223,586.7973434589512,328.60064162647177,299.5395059027651,321.8820662863727,586.2354899350612,188.1924669763349,6380,7689
N1_0[3],255165.07059684445,236.61245377362215,21109.02122681495,216936.91411224057,241020.7988055585,254266.2683516713,268019.43904883176,299886.40393028286,7938,1.000133212807164,1,222693.2133188221,254266.2683516713,291189.1284111873,431.9999466323934,226.46215955904336,244.75722172684618,317.05408043484204,881.4029354349186,168.65243777176516,8212,9123
N1_0[4],231972.1921021604,343.20643700015574,23721.697720407465,192203.4981204121,215796.37157461914,229397.86410654068,245072.3624782942,286267.9996931228,4764,1.0009415574551228,1,198178.70946279546,229397.86410654068,274701.77760902117,535.2126556879084,313.6883956853999,320.8638355337898,406.3442170947237,1289.0064039184363,243.0458489707124,4888,6722
N1_0[5],223604.4104124349,58.6689752543889,6571.722578620286,210656.75890773648,219101.55300102202,223617.87706664158,228005.27006272064,236361.5747104204,12556,0.9999369108512992,1,212737.1043317237,223617.87706664158,234466.06412400704,162.49218342873792,77.28784981969511,78.02951844211202,91.0165855398227,201.64317319556721,41.48619442041394,12535,10997
N2_0[1],0.077375164525663,5.312434266417043e-4,0.030571527233251215,0.02545580194461292,0.055491886916617196,0.07498115830060542,0.09645845540202481,0.14461004765739816,3301,1.0006569609488265,1,0.03132074623527729,0.07498115830060542,0.1313197093235553,7.409640918382681e-4,6.328700856731082e-4,5.578881685680895e-4,6.029689843256442e-4,0.0010331657773328118,3.756789184085262e-4,3055,3466
N2_0[2],0.08987619775569805,4.236919268885571e-4,0.02817349305446059,0.045284756285948025,0.07005996532314596,0.08665049430863096,0.10581145213725697,0.1540617458062394,4402,1.000434576495034,1,0.05014805996953284,0.08665049430863096,0.14013384800979456,5.394160488026677e-4,3.9766891214344097e-4,4.857537455685776e-4,5.665664638529327e-4,0.0014283855774621795,2.99615199576717e-4,4146,5969
N2_0[3],0.116873970657042,6.775286684497736e-4,0.0417318965056914,0.054666804387351706,0.08691473846595973,0.1105265476324582,0.13976460015037823,0.2146853540694154,3746,1.0010737035906947,1,0.06152004373816032,0.1105265476324582,0.1935764465729777,6.09140447761114e-4,6.282897563171172e-4,6.785536393810743e-4,8.956539201234459e-4,0.002503970179155296,4.7912195221114267e-4,3609,6626
N2_0[4],0.07624416439692625,4.996200042810845e-4,0.02992141784680046,0.033683038656130024,0.05476573649410403,0.0705325137464391,0.09222782233791257,0.1477951321860117,3570,1.0020455664024899,1,0.03819045896031048,0.0705325137464391,0.13306696436317728,4.845486077870477e-4,3.9600603753900745e-4,5.170790781725762e-4,7.549075276552034e-4,0.0015586437054066343,3.5331342668315236e-4,3389,5598
N2_0[5],0.10301696239171207,5.567336686775749e-4,0.03459470569263393,0.047080520528022723,0.07778289735830991,0.09897875388517025,0.12415772805158504,0.18099857866019028,3850,1.001646016190179,1,0.05345657939092239,0.09897875388517025,0.16557450971331317,5.703772990863464e-4,5.47510305765754e-4,6.0706177795148e-4,7.556642561666119e-4,0.0011235040373816785,3.936998933601051e-4,3679,5161
N3_0[1],0.005672675402135484,1.0066206221803534e-5,6.22952227893063e-4,0.0046237480294093955,0.005254002175351699,0.005614014824082283,0.006018272562707419,0.007071975189361575,3820,1.0008495040991445,1,0.004774295580259597,0.005614014824082283,0.006787201574327424,1.5021287078464344e-5,7.780075472474824e-6,7.451934751783688e-6,1.216731905837867e-5,3.7311726131937506e-5,7.324351268443188e-6,4392,4082
N3_0[2],0.0053860834114020035,6.569618969920159e-6,5.468254110781157e-4,0.004396121160660906,0.005011074487545724,0.0053615157281240115,0.005723303658360327,0.006556489669855287,6875,1.0004427020543938,1,0.004539767187995937,0.0053615157281240115,0.006327447121999091,1.4348330206830594e-5,6.573787492950792e-6,7.094376428967014e-6,8.833867151162699e-6,2.1511691282284987e-5,4.7125432656494235e-6,7187,8230
N3_0[3],0.0069684002271191104,8.492904309822457e-6,7.364731046351816e-4,0.005547985373174257,0.006471826865814341,0.006961266397955018,0.0074501066156394645,0.008430773874049332,7363,1.0004225575319967,1,0.005772914240875278,0.006961266397955018,0.008194846279259775,1.9363567629753636e-5,8.65802180197335e-6,9.141924683328442e-6,1.1730094315109702e-5,1.6856215967113973e-5,6.0056231793974245e-6,7441,9076
N3_0[4],0.00667818390066141,6.818166642084311e-6,6.654377734014567e-4,0.005433032680177639,0.006222333743339902,0.006654753961851932,0.007115382148339979,0.008054459777756477,9493,1.0011085258356291,1,0.005616171478454426,0.006654753961851932,0.007805358789652326,1.0502435090113584e-5,9.375612598826969e-6,8.27933809486453e-6,9.265335039638448e-6,1.935977445271988e-5,4.821319508473891e-6,9455,10310
N3_0[5],0.005427083408272116,7.923897587362433e-6,6.087950092338045e-4,0.004305269137015852,0.0049976265839864675,0.00540177850150325,0.005837052702956975,0.006660395193964558,5873,1.001100625629713,1,0.004466879727795439,0.00540177850150325,0.006458335800403955,1.0831912862907436e-5,7.908094411221075e-6,8.294264396727005e-6,1.227468268008786e-5,1.4175239703792357e-5,5.603318584530255e-6,5914,8800
