Iteration,r,Q,a1,h1,w1,a2,e2,d2,h2,w2,N1_0.1,N1_0.2,N1_0.3,N1_0.4,N1_0.5,N2_0.1,N2_0.2,N2_0.3,N2_0.4,N2_0.5,N3_0.1,N3_0.2,N3_0.3,N3_0.4,N3_0.5
1,0.07296670543739929,1.3970561168068204e-7,7.336640759125943,1.9432919395718028e-5,1.8772602070360624,9.012256481125883,0.11806835046203185,0.04784831634862462,0.1723376773885803,27.46422378318173,155937.01399115156,226739.54999486852,283455.4246453728,361552.91402347275,349659.172929467,0.11626502355952038,0.0477962507614266,0.03978716712075769,0.02126309217224859,0.041615529015849584,0.007218041915807575,0.006976201079462093,0.009076994055730493,0.00488354646635122,0.005788079020214517
2,0.07844946409745505,1.7593067305146362e-7,5.3416319442698565,1.9068678685473755e-5,2.2419633170538145,12.935096117475958,0.11165024539717663,0.038317311926462636,0.37395656406760286,39.72207446259878,151194.67831022374,240457.5428175,306417.66127879184,361515.77029726,345707.0154164503,0.09571156775511828,0.04414413758138424,0.03403728194654811,0.011231883795987338,0.03325998951701021,0.007909731296560295,0.006477128699766042,0.010269561320081068,0.005313960614571097,0.00661469014194795
3,0.06823001651190708,1.4145973470061236e-7,7.456342959343153,1.92606403620814e-5,1.382766568726275,10.330518904017437,0.10384895601791976,0.03800906195076919,0.28255865273728686,10.63152235258255,170138.31899335593,205605.8749007247,313176.95217587496,384560.74344331154,342601.764554649,0.08261374459118442,0.045192080268192165,0.04178761039218027,0.013985839919645384,0.03911316490885019,0.006759001349439026,0.006293490818115641,0.009158374432836269,0.0052759125160569435,0.006197887024142721
4,0.08587511538059439,1.7353212849281177e-7,8.990505732004998,1.884023415941068e-5,2.424314740341635,17.14021410243455,0.053546027540203316,0.04314356590208725,0.1421709835414443,36.1958166130397,147306.7506577933,223710.7946399617,313014.0300303455,381222.35406131105,351336.3957865446,0.12699399020378946,0.06459334299301117,0.06231064405045179,0.01617073647227781,0.056797586892735896,0.005692671144175021,0.006894705198537349,0.008053816934254703,0.005408702078068018,0.005751011236855093
5,0.07268319516011411,1.5335526353918649e-7,7.666327756357477,1.8670379202104452e-5,1.9031605984947477,18.822749703827494,0.07867734288206792,0.0488677386452395,0.22476556735255573,38.975177731044624,137232.40367069613,215715.07097554728,282058.36592532176,382170.7169563535,363921.10779373685,0.09309338391921912,0.0442481674850735,0.04712865579964624,0.011558948356402905,0.03685057261160728,0.005811866036876575,0.006752045137298643,0.006991102791939656,0.006488232468801444,0.0065075890235291815
6,0.06694364208152571,1.4112458225753664e-7,8.149366406959114,1.8830394700952865e-5,2.0793324063239638,16.78052274495674,0.09711252762306662,0.04296325054089814,0.2754126395470419,28.31912885138062,150559.4163519348,243563.69425288067,288254.5458321108,395446.2791000302,360091.7528884812,0.07838744952891204,0.03677311225651192,0.033103793965390885,0.008739452925722948,0.030554180546846846,0.0052174647342930385,0.006448460172264403,0.007453611759996593,0.005778335285355966,0.0061096641465895815
7,0.07000067596351024,1.1566793079627538e-7,8.06882038672049,1.9330491408416847e-5,1.8797127576789674,10.156210800619002,0.0749606320410188,0.04850060648667966,0.12370867737341021,17.644221669074714,177320.38900837908,244275.95848042017,303340.4971214655,393863.7880118289,343224.1967962042,0.12247790566444146,0.07329206117029131,0.05985788176857491,0.024237112731418153,0.06716641266775376,0.006620409934876096,0.006971129364789036,0.0078205218290839,0.0062616854180819565,0.0054975292809765096
8,0.07548763298040748,1.3114166112130302e-7,9.357876853597938,1.874796711931163e-5,1.7923668088482656,17.29639267622622,0.07111267490249536,0.04318903237227603,0.18096397190571326,32.29033389725391,158916.92763670904,215778.14448323808,303005.1021975394,388397.63492952473,369367.4694266213,0.0817276962169686,0.04836356373419784,0.04587958218903837,0.011182416221787174,0.04610030580748457,0.005625955554497706,0.006046239778832442,0.009300161910900414,0.005871326973667068,0.006269525732393999
9,0.07598627232748659,1.540269107678186e-7,6.42504130665896,1.891259655696527e-5,1.7325085888336549,16.03973438525977,0.08341652917594099,0.04542916823703617,0.2554983433786452,38.32910538227314,147853.90182572822,226228.8930124661,306851.2223984186,373960.0277884251,341914.2350548646,0.12565887009537022,0.05700193713698873,0.04999469390502941,0.016027287737794854,0.040731679029636,0.0057178756159146325,0.006178492276694706,0.008004260941289573,0.005547166996402842,0.006072936989095508
10,0.07456553747906955,1.387754239028935e-7,8.242354877364974,1.9465744383836015e-5,2.016628007989237,8.784185586689821,0.10281558221682127,0.042604213724837435,0.23371706293852895,30.430729447029623,155802.1070028267,241113.23790317168,287368.0219967701,381660.2448429319,346388.29896509467,0.1026601024935656,0.05475845795758577,0.049405996623891536,0.018560342338004403,0.042151761059330405,0.008019324776802204,0.007685924426078534,0.008601854351915843,0.006112273011087144,0.006885685873362695
11,0.07062069149070722,1.4676424624503056e-7,9.355975359483375,1.8932053680297723e-5,1.9281467506890813,13.534455484026697,0.07272246075357967,0.04513062078876115,0.14169762349723444,19.088678018140385,153331.1640634418,250307.7855103476,297599.7523109995,412092.62884332665,343192.53780563205,0.08328543521626976,0.04665929794422917,0.05408425947877326,0.014366419317674581,0.042280075052894696,0.005906701272264212,0.005717189628782914,0.009372979827301325,0.005918278639342406,0.006987781976415603
12,0.07128840751359727,1.5407647049053313e-7,9.032517748154342,1.8884667557097502e-5,1.8865877854787703,15.05151521133077,0.10021844148506585,0.04821181141118818,0.22165444103326057,30.752023239863767,145180.48760671212,259380.61911788484,293834.41494573536,383702.5456673052,342114.83802575775,0.07300937442648235,0.03528459221384514,0.044050413390422795,0.009968197693076039,0.03490318559349577,0.006644225964295717,0.006696762722131809,0.008710276985068537,0.005145329865828122,0.006011722193852277
13,0.06697696865961454,1.3022739879112293e-7,9.658181190727118,1.9215017336140497e-5,1.5584873183517836,13.106131126565623,0.08190466847064778,0.0473332424815606,0.2016199609695535,24.425048356657065,167738.3724153908,227150.66285833713,292172.54735050676,375161.19043539034,347643.3801061064,0.10410669172644495,0.05849019430932533,0.05293958104596659,0.01872192239838837,0.05608262306056521,0.006415068824930137,0.006271991248931166,0.008177265035042488,0.005717492835317998,0.00650153251962711
14,0.06990938501823277,1.406541937597296e-7,8.183775008915758,1.887492729157341e-5,2.076661281291891,16.486461185225707,0.08300921534554338,0.051112449879941985,0.20151038632333057,42.77559098760331,159526.44979518736,246058.80256539,304700.6575421449,367408.1521264393,357783.8731223626,0.09735966092266542,0.0522087239269755,0.051729520651686726,0.013034367489177334,0.03692162313026338,0.006465870451308704,0.007216941564202697,0.008424211625957382,0.006017010986191034,0.005797442051204081
15,0.07347507449935484,1.5607504780089187e-7,7.908558882182388,1.8853217544948548e-5,1.5672698163521697,21.064464530670836,0.0655425007542373,0.04930312536630124,0.27138105939988827,25.692597738514316,177512.0136492691,244849.90626777278,297967.68718705437,373612.47476474295,356607.2638755221,0.1138087857774314,0.05922529809234649,0.06767442242177538,0.01751725098043006,0.05254587228592208,0.006614713530339163,0.00671185108657596,0.008085549111799142,0.006202709071992052,0.005865885871337674
16,0.07467261492340413,1.4757739932259037e-7,7.832994497968428,1.914081116331713e-5,2.1166748963019004,13.200455816792164,0.0867278754950187,0.047309374021867606,0.22940777774368645,22.069216636990877,169301.75902854893,219065.3123792948,296635.7919750595,376398.717865158,357527.18971196044,0.09987197687112381,0.05238103327624804,0.05191473563411134,0.01729537011388571,0.04903711456852145,0.006443798803946362,0.00661350351836401,0.008820102414365349,0.00518109360210561,0.005686277847584279
17,0.07278812207766573,1.4205880932460037e-7,10.05511942165144,1.9528457856266305e-5,2.1743505616862118,9.976885245644553,0.09381837959504359,0.047018048280142645,0.18297715612835003,31.0244134873568,188333.28910804237,237221.79891931626,293029.86725354346,359793.1006049766,335368.96916869836,0.11571385753010004,0.06327890375534387,0.06119986813001813,0.019605921112458444,0.06051529659438509,0.0073916257784998425,0.006247595852753627,0.007980230978806978,0.006803107872606714,0.005304589930770058
18,0.0810777416245238,1.6227901275177547e-7,10.031129546049907,1.9527075448412205e-5,1.9954109994543308,9.202447318864595,0.11010958283341442,0.05552009344167796,0.23834818335713612,29.920961204953404,149187.98363191535,226673.0001833005,300816.0322190914,359309.4811858528,388403.2633039436,0.11224582534142045,0.06183659921420133,0.06534839319476772,0.022383941104750015,0.05874995400557884,0.006581878243864544,0.007152845459255159,0.009422655706028824,0.005773500782630703,0.006715866774063911
19,0.06930428183608502,1.1184619907878374e-7,8.207278897516238,1.878367148547343e-5,1.778277466299631,15.008025099078045,0.07663537190648247,0.04868768744824514,0.15953984464696822,26.55350041511334,163041.62073530478,249933.68437863616,290985.4913625786,354649.3841000315,344347.5744477408,0.09823983593662786,0.04227458059394445,0.03844931643402692,0.013123334913443228,0.04186931622845623,0.007002006063517137,0.006239485065634654,0.008991506595680048,0.005436633306651641,0.00708621663774745
20,0.07542579587678765,1.4472725082108574e-7,8.75850394881763,1.90962161550787e-5,1.95700185176621,12.610515441440064,0.0704834083579544,0.029202990134663587,0.1548940185715592,28.377469728028885,154046.4022982109,224552.94713626054,267430.2048101395,377221.1736737195,343498.61664864846,0.09879538757314735,0.056062038851319454,0.043913675176739504,0.012575599022846648,0.04721976521045754,0.006033040804097463,0.005941235816937478,0.008234197590425653,0.005387659870485062,0.006278438503504228
21,0.07206429826837699,1.2833875436404328e-7,12.404420824591169,1.9325265526050104e-5,2.1212257479729666,13.266893498458439,0.0763157723120749,0.05081180055183413,0.167342584130061,24.36959043674817,180159.0956875828,230496.50667736266,299356.20686639013,372731.462275956,333459.43523519544,0.13337280300484053,0.06565439738471657,0.07229988197249872,0.02236062205718916,0.06671055113018681,0.006197727924136846,0.0058341573423835785,0.007310584720174528,0.005169755143512438,0.005835451875248035
