Iteration,r,Q,a1,h1,w1,a2,e2,d2,h2,w2,N1_0.1,N1_0.2,N1_0.3,N1_0.4,N1_0.5,N2_0.1,N2_0.2,N2_0.3,N2_0.4,N2_0.5,N3_0.1,N3_0.2,N3_0.3,N3_0.4,N3_0.5
1,0.14546197853682608,1.8156514762946007e-7,5.107937216350104,1.0983120803006627e-5,8.622391089759866,24.938406883947724,0.08604412426574426,0.0455414348177192,0.14119495617568212,8.862134040999358,252737.4005510965,204425.02634755764,200909.56005231105,258386.79883610207,277466.8485094607,0.057487266302200316,0.044584399014009304,0.07830515748912695,0.032268531975878284,0.08100729273755199,0.008384842581207162,0.002210099496177226,0.006681637181617838,0.008147879759728645,0.00424587025607741
2,0.18157994743226885,1.9590821039816756e-7,4.442847761112696,1.1143015736546716e-5,6.722271339921796,21.500391760115015,0.08678790883092606,0.03614734441684619,0.12786622197451955,2.5386200767599396,229854.97421388418,197380.14527628387,262495.7463060885,225888.0059317024,278208.88838917797,0.05414973842757873,0.11406188284725666,0.043419528267823575,0.08862550312913091,0.10290911724605646,0.005246450087086165,0.001479759064499446,0.0077916779486122715,0.004639663147867798,0.0031708712021428654
3,0.1487530384228894,2.0071397477681356e-7,4.768632409367922,1.110242942271676e-5,5.9004295436483645,23.652137279034946,0.08013945259716564,0.03879934924673488,0.10768819137429694,8.918919723824281,256023.97215317062,215814.49819954246,244885.11714977404,274505.48325721663,296070.53122320824,0.0611076812219521,0.041028016637877536,0.06150484562433939,0.06568513483295768,0.07531978310032536,0.004882803609295623,0.0016412437807608337,0.006584860782542404,0.004493740594761547,0.0034668349633100444
4,0.15619361930302036,1.8315337198600193e-7,6.281455327257503,1.0922017293060631e-5,16.714065501820212,35.63530246944799,0.09218558747152628,0.04735269938043878,0.181646295741172,19.814597596714552,204867.51912005641,214424.90736578486,223452.62073278942,212955.82244930638,281797.6468579141,0.09691019486721841,0.053305722540953705,0.03829956064100193,0.04368751531602153,0.0493599940980484,0.004024967914261671,8.78529516921324e-4,0.0068848245343662,0.0037222626508054022,0.00424877464345531
5,0.17181506249450207,2.0818706059156023e-7,6.761779342008847,1.12451854686654e-5,10.574382610567168,20.632797108532614,0.09441911303863211,0.02862847570951362,0.1410955797245237,2.384995244052484,171957.9560579715,184386.0728884844,196403.74532169884,213759.13188814023,285388.3007196852,0.13271076218431635,0.06099216610623468,0.06570053120536037,0.11892853362068877,0.09109511107974512,0.00338349666040879,0.001589898050885266,0.006435488066410607,0.002814487606029449,0.003616458680756768
6,0.1429733450048207,1.9157901880865718e-7,5.25105167435976,1.1086982130484097e-5,7.3048646548017,26.198523331185438,0.0747408925431455,0.034503975703055904,0.11141284959869766,9.548890615327855,236159.8625026115,242101.1366020259,297053.5264819113,315560.8612291344,291545.42495407286,0.05151742532929974,0.03804540327633478,0.04274746600988522,0.05019256252908224,0.0711928459284901,0.005333377290905195,0.0015757358599118763,0.008415957351144344,0.004643204435643164,0.0026840471263138463
7,0.16414151683295475,2.1389146642131934e-7,8.036475934239537,1.0964389139607197e-5,22.867535903121603,19.537803778014485,0.08154865473224321,0.03911666881456545,0.03223812692258127,3.7108282764487526,215884.6335344365,242784.2422598077,205090.28999080925,250594.3175832238,281290.52409413405,0.02724980055437465,0.01148391084841164,0.07161835250456346,0.04291088514821376,0.062386939769779076,0.008222290176832075,0.0015472832157372815,0.010281359998256896,0.003969144344012554,0.004120386419224876
8,0.1439529570578731,1.865982228816197e-7,5.9617540396192945,1.1057607811521751e-5,16.837360472128474,25.559310539010866,0.12485811190189165,0.056137091274106675,0.23225231193926324,7.473006722521094,251106.69810575564,253261.97471002137,230230.03165931735,244572.94663448623,286956.90017023147,0.03469454985371183,0.03153022545352208,0.036895676623221615,0.11302047206162627,0.04804850905610217,0.004777519656391959,0.002286826395611403,0.008019715064064927,0.0025471791982749187,0.004194480566097941
9,0.1564427105238446,1.8914820869111515e-7,5.292897176875507,1.0894438337668156e-5,10.946188216838726,28.57852513678753,0.06772331209147531,0.03259417923477939,0.13182121292835092,6.169646044020763,230533.50374339544,233385.92609484645,226780.77629198774,234062.77375984224,296488.1858208381,0.05112139627267995,0.018247836257111093,0.0622202637187646,0.04854345990488171,0.10320547871676435,0.0064906783912501076,0.00326952044046512,0.007823485811381538,0.004373564967328496,0.004474945794022615
10,0.16892246404502423,1.8592191086597166e-7,3.7070764484873706,1.0691711004809582e-5,9.059819273379922,43.118132228499455,0.060640346906494155,0.03127974322160482,0.1285181305768469,16.907713023020527,206886.9630308663,201162.91009259218,228396.13006511203,232600.8134528602,284883.4720968232,0.11883881179070788,0.036345639623784086,0.061394926562086664,0.05049071649492998,0.11045735234451413,0.0028846605395039518,0.0017818808694207923,0.005885042566202844,0.0033053302726157446,0.002595661091946481
11,0.15396525234883862,1.826035253892028e-7,4.903414118669735,1.0648476024283666e-5,18.791976580527187,44.334126732694365,0.07425786551380363,0.03559196251043476,0.24412241070428164,11.047832741068246,212058.2411379418,263025.9993338539,254030.89450128115,249702.98360786933,278950.41055801767,0.04762951655233333,0.08773117965130056,0.018906784097074303,0.0614620543970468,0.12482429206392612,0.005375477243020753,0.0017158130008372234,0.008382315237695842,0.004285629132756576,0.0038686156095786585
12,0.15545690170191367,1.8484158620055383e-7,5.565480711110659,1.1160872683620117e-5,5.440000956723706,23.08261382107675,0.07664034261310207,0.043115676889682104,0.10311193767979333,7.555477120231695,206223.52332461075,235939.38334235718,232024.78396500286,246380.76603180976,285900.14093526534,0.06417716765336356,0.03293589324335609,0.07976591246077055,0.06539172416509957,0.0899251597673846,0.005277537567108241,0.0032593638777207584,0.0076024705449078125,0.004326992103140626,0.0031903742884752547
13,0.1356933924259502,1.876579839338807e-7,3.5310602222165755,1.0549927613820443e-5,14.30492491880014,36.582617824031985,0.08458508455708308,0.041620740312460706,0.24712384740282642,3.9891258065370203,253120.67839513163,273269.50355576264,289845.61425104545,276110.8239145461,300121.23566051194,0.04911049777264868,0.013341638207714297,0.024600318989973915,0.09929526548542203,0.06824474216163157,0.0064497703950162424,0.0024985535017981986,0.011468120777059262,0.0038805477594239805,0.004036184379376018
14,0.15105857844179912,1.7625352498823832e-7,3.6371478165856677,1.0739917002087159e-5,11.735653815563179,31.64088086898839,0.08649041638577631,0.034555351459228154,0.208645363244503,5.406258455109668,231995.55435878792,263636.2028750202,262303.16090233205,212483.24273193104,283550.51458740403,0.09021173474700098,0.024033276802509194,0.02583477926332713,0.10536035235701094,0.08330367317035145,0.00502697723730637,0.0019217238487366773,0.009720631955864206,0.004266073574869901,0.003694276976781912
15,0.15407932504776942,1.8645507015296632e-7,8.983432136855907,1.0891821173477849e-5,24.727577260421565,41.770729551740956,0.0683074562047021,0.03572983286226016,0.20196578667180157,11.653624174704989,176393.9269642929,224389.5726720876,203526.06004085223,257487.620737702,280520.3337813124,0.05014857039123151,0.028766229959320756,0.07889478494163128,0.04654790016129276,0.09254830061413744,0.004189597596834035,0.0023224750417846973,0.005872050664123379,0.004708098790170948,0.0027541445153122074
16,0.16833416145146873,1.917921431830373e-7,4.339197909311593,1.0601276707394139e-5,17.574154961683263,28.292147468502392,0.06886039295571827,0.03392830799146328,0.10679027451718773,5.578794951508533,206253.91579867926,233502.3410770321,195576.59347326463,253649.5271395224,285033.19207612297,0.04179920535881512,0.01846103509460305,0.060939113805479186,0.09586113847645132,0.05911233107966714,0.0077267003679623945,0.0022364217016336667,0.009038027239264324,0.002908659452788603,0.006848282822653931
17,0.16894445134845268,1.9897685870763389e-7,5.963429789062044,1.0826503748241294e-5,12.610261744524419,34.423109660727945,0.05808662276810604,0.029371527692921038,0.09620083297187436,12.467254351388691,188124.1903533579,182313.62119803313,226885.7919492839,228033.34758926107,293861.68282096874,0.08095667479000758,0.03658057275490336,0.0644551304576714,0.10589144949052483,0.057553069420887816,0.006846921604928002,0.0018527055419764174,0.007036624658534076,0.002699898551088071,0.003522118472501795
18,0.14344259137590462,1.8334828961448627e-7,4.582161963373387,1.0766593789076404e-5,11.392726122792588,34.147191468013695,0.06660769983538409,0.03162283523186496,0.17054608723191408,0.38241289062089945,247620.04816311848,230475.6940031833,232537.48274239778,251985.1490315489,296188.9446578058,0.028234103748237267,0.020676649807064434,0.05574897342281457,0.04802657567792785,0.05527105836657231,0.005787168248858812,0.002968173271152855,0.0050827833549659225,0.0030685068745355255,0.004305616288260768
