Iteration,r,Q,a1,h1,w1,a2,e2,d2,h2,w2,N1_0.1,N1_0.2,N1_0.3,N1_0.4,N1_0.5,N2_0.1,N2_0.2,N2_0.3,N2_0.4,N2_0.5,N3_0.1,N3_0.2,N3_0.3,N3_0.4,N3_0.5
1,0.05924178341380612,9.776356897836479e-8,8.996089570569087,1.9215853016620136e-5,1.8754948602622865,16.510502024519624,0.08043392368747027,0.043804933652167796,0.25231342039979626,25.883569790287538,251251.79285552655,284615.8214702486,249399.94146671842,371087.8200431879,369850.4785559197,0.10638785950906113,0.06746557316599289,0.0608936070202461,0.021974027579118066,0.05349109609477079,0.004327948713598783,0.005667296867879524,0.007500327119311245,0.0039734968017601,0.005523406638673917
2,0.06422994277027634,1.1590317489830504e-7,6.119500891914655,1.86160024563223e-5,2.0255150277034284,21.916785071157538,0.06062475726584617,0.05163221452037124,0.18679044732777933,41.2604057978829,263952.5803897516,302315.6619738132,287761.8636897641,344003.2967330748,366920.6730225253,0.11142448367178334,0.07023320496690466,0.06075970916350454,0.020796241017932194,0.060695754719805484,0.004394721626608739,0.006372494717794922,0.008853383279853664,0.0054916878963403234,0.006732977238959609
3,0.07543415272997707,1.1631213480460407e-7,7.316676359830474,1.9527193893610536e-5,1.8100699038569639,15.490095381735333,0.07165587191143764,0.0529562360801504,0.22548685192740606,30.084505068182565,279685.06565041334,270913.3784903061,266422.5330922611,355813.78006919654,371479.47081973276,0.16639733378573265,0.12518604019152274,0.11891437606007638,0.04576830580755011,0.09267078779515073,0.003747594253752317,0.004606427840320463,0.007124746576459075,0.005205392499995939,0.0048498353395307345
4,0.0739023988143267,1.4641446350816886e-7,8.30658022646218,1.8721870830092802e-5,1.5969524981359113,25.454230730612927,0.05179098554799571,0.03072240547465989,0.24854799387449172,28.44256307828271,236880.37224315573,287087.5818371938,237655.06228183783,357828.4353066162,363445.0717881308,0.10069442272852669,0.07034717377079074,0.07369976645726954,0.018066853822244513,0.05484556901668998,0.005125651354801384,0.0059304215074336775,0.007490363964139966,0.00400206862193293,0.0053707238181434115
5,0.062163617263428665,9.636243116037362e-8,10.225210714005636,1.9851459831240668e-5,2.4578201190787,10.488656083245534,0.0810162074865547,0.04496219056785733,0.2507888185385236,20.629598888841247,313085.1350366453,299922.3917037258,326265.0329521849,371801.0955589807,367297.6560079384,0.16681100659396414,0.1262167784728231,0.09968887991642429,0.04282823904864675,0.09802803316135611,0.004861304888185628,0.006182469349691513,0.008532137654517193,0.004334924940253873,0.005043008088103244
6,0.06538779476780489,1.0747480427442199e-7,10.477779746021838,1.931124525185158e-5,1.5403126531123594,14.089839637958887,0.09549370489782086,0.05170937589972873,0.1967422155475929,36.92909881130778,233706.5988368123,245703.68087525576,248898.91191543866,329949.3593917648,370893.78523670026,0.09587508914519072,0.0579278721550227,0.05372951950860839,0.023095949040633338,0.048500551238397596,0.004164139107769781,0.00547938472989842,0.009317857564208451,0.005041798749800496,0.004727984805991864
7,0.08002307768487835,1.6096859734468387e-7,7.878075983023283,1.870598078135329e-5,1.75606559749212,19.918248254231823,0.07400278908157504,0.047644422055140724,0.21213910893850654,28.506686253036,201316.69055876456,215067.39391418372,255431.96417239343,316973.95931114035,358267.8991888222,0.07450884443930479,0.05973682338535306,0.05781051498711866,0.015158242611841542,0.04345736832355872,0.004474083413964872,0.0059335055643715846,0.008181701667986008,0.005242816072856233,0.0066608693308214464
8,0.0651576166613394,1.3390586717962493e-7,6.720644836995707,1.9115263243642212e-5,1.9886501639935583,16.07245227929594,0.07084193624364665,0.043597934008119885,0.1873210724758629,33.81722672680782,280073.8291530133,295921.8891896387,255638.90580938608,348576.9177620993,363450.71971544315,0.11461228963698865,0.07024615993182695,0.08811116101551959,0.026687330645634104,0.04636235646105267,0.003876340134626509,0.005091219538899646,0.008601399384971618,0.005894753431329189,0.004482811437740561
9,0.06668673150054802,1.2265804240219388e-7,4.104487960681564,1.9083537408317415e-5,2.1908636143726503,17.15855126573651,0.07842898515794434,0.05536387545554464,0.26263264573167444,26.41674121109025,307065.1380338733,347359.70164671494,218273.1609941259,330140.375778753,376651.62368332193,0.13319018984086514,0.09610754249062858,0.10466761057456414,0.034638710694943106,0.07048617314535746,0.00394359253389877,0.005623611534935272,0.006861570012336533,0.005591188764521615,0.005158266172800608
10,0.06776772986665416,1.2945204965440292e-7,6.973036045250246,1.9519889037671742e-5,2.131535365862694,14.126721680901229,0.08082335119724852,0.046474473629338965,0.2669029725933885,24.41933754195195,268701.9137736953,291867.94902615173,268549.88277824124,362629.26937716256,368820.3311181457,0.1355813773399089,0.08928298426093545,0.08390238587165683,0.0377318108838258,0.07614846161898574,0.003979376008566793,0.004383822091467778,0.007390469179940614,0.0045544218260349205,0.004894592866422919
11,0.0636184993419813,1.1696249694103411e-7,12.030389700455638,1.9222156792954786e-5,1.8542642222700276,17.987237943349793,0.0683208765409156,0.03785722041371598,0.2103804722113824,26.549474509385107,247289.06482994702,318771.13875068695,257061.26230216204,398698.56009215297,361078.2551771218,0.10045880713963189,0.06127566140653706,0.0713921263614096,0.022113479404128045,0.052183495834143064,0.00401207375810797,0.004615614906349733,0.007589300457814802,0.004168099104553906,0.00480323647748492
12,0.07547324710597564,1.2510263302651417e-7,8.17040376028224,1.9095753523748748e-5,1.9214335861953469,18.082876284150746,0.062256582565809626,0.03708593994273092,0.22631809930932584,38.503248626537776,221777.8127944224,285133.36317883566,229400.1836338386,310168.1380359007,366342.1510692269,0.12759435101726302,0.0715653457476827,0.06544311852307795,0.030407352192182248,0.0650809831739008,0.005009795354660265,0.005621500065321867,0.007167356794238704,0.004667703885650132,0.005463764708232132
13,0.06679886080594531,1.208179331355374e-7,6.8285599239413655,1.8614829912615303e-5,1.7296838984240814,21.743297140817813,0.0643914277586912,0.040969689462216144,0.210152254332875,36.111701712997444,217880.768964794,303927.2169571197,216885.3862569366,362436.8693828896,372574.61690050067,0.09455339015396703,0.05010093592444462,0.06311238082084121,0.013561378979835708,0.04253330689426203,0.0046034006778144605,0.005953144344898768,0.008706942370461799,0.004882204013860984,0.006191805355498761
14,0.06383654089242477,1.7414289010565206e-7,8.415059337715155,1.966338942615669e-5,2.024757983390531,8.913635033647651,0.10849223767456058,0.043167058960380734,0.186527534096573,18.831818496748646,254005.2577147218,285617.0335708398,298475.20331544004,443445.12318436604,367020.98685732856,0.11283377199624232,0.06831868059517385,0.04775428955648844,0.029405143343250655,0.05067594666985932,0.004122455201469476,0.006372613612036761,0.007449007189750108,0.005615024441991821,0.00601978201425836
15,0.06889597452590579,1.0488593964164267e-7,5.573156733452523,1.871929915399075e-5,2.1310142336039797,20.210326466565405,0.05674194471081662,0.049760914420132314,0.21222409536099907,20.72310616744899,259857.2782867713,323860.037204144,240929.89246447437,330062.45810850424,352006.37156800454,0.1277658907699223,0.0743437568252427,0.08876915234861867,0.022734577712034285,0.0696164184113616,0.004638408238912246,0.006489599948353105,0.007498125176386708,0.005613418769045906,0.006437384572154351
16,0.0710347570858896,1.3565058173623753e-7,4.769198059747615,1.890805253438776e-5,1.881821665266477,16.947309734812873,0.06272934138850998,0.0402440792848078,0.22702078753469312,17.44940926429581,280846.32734640565,278844.8450824481,240075.34653056882,317472.59030272794,359295.3161480399,0.14267907622641535,0.08850490302003022,0.07601197996332447,0.029417622966147937,0.05262853962309713,0.004923830979636186,0.005194547211299575,0.007403838721634653,0.006168450593596684,0.005243903848536259
17,0.06891045715410844,1.0605125280499251e-7,9.644359174765594,1.8935037186362317e-5,2.4996783734245085,18.36151522498849,0.06468667062637952,0.043246033270297926,0.16390935884139515,29.53164734205815,247312.9109653749,255255.32019591157,231217.0097314217,342404.0322389786,358373.61242044094,0.09327185288713641,0.06570552009341613,0.08101275741931006,0.01772014797012744,0.05006702834490376,0.0035119451434920154,0.005420451735003676,0.007972305433288387,0.004413882240109545,0.0053324560615250205
18,0.07249487374238034,1.1347120280853055e-7,5.855892271705222,1.9453399133690832e-05,1.78294826537357,14.104415557911022,0.08166039661044995,0.04763425142975916,0.22089613834061536,30.220613893123502,241783.1076835443,274349.21262017306,257417.78346211038,340396.3505825853,371437.44938581047,0.1583295724599791,0.08974178024093984,0.09271417504518273,0.037766468129276254,0.07466696256662654,0.003217589164407972,0.004618740034662216,0.008865122002781506,0.004997995568575657,0.004468306594067221
19,0.07137816514548287,1.3135525678959705e-7,5.830665938988221,1.907014505403482e-5,1.5813484574731247,16.64596980616166,0.07636832167470943,0.05635222656581759,0.2667500138642759,15.557130950024652,208475.03381085105,298353.9784062316,200368.32800786133,339416.12833282264,364574.58440771536,0.13966003895140475,0.07580495229755609,0.09473485298598748,0.028416528331231906,0.06453831297660738,0.004140416609292977,0.005907427570357994,0.00841905740442084,0.00596843773262332,0.006735224538666303
20,0.07242275492022907,1.2717197325277465e-7,12.21832882283525,1.928803665658083e-5,2.1760334102920815,17.41977737657003,0.05565455496413887,0.050882712052541655,0.21558912391001478,5.610927573521409,257624.54489647146,316677.3545898295,297451.0424808405,367032.530351315,366152.4103786532,0.14616322957941555,0.09310416387415721,0.09874414999281307,0.03627000907336062,0.07137051728151363,0.0044131308763786445,0.005441479821040111,0.007763785246033411,0.004669656393045965,0.0049037814011273825
21,0.06750360465725615,1.2276668015092722e-7,10.122705980497997,1.9197026563093585e-5,2.2380202810958614,15.000788495716181,0.06286231923032662,0.03918452372028447,0.15942128642502004,31.07988445329706,233284.68991540797,317768.66443235485,310483.02064931317,357329.63352084055,372188.6358910289,0.11928155409259024,0.07534926468480029,0.07583756357332902,0.023387700804834044,0.0579706241550874,0.004184466524052635,0.006276753837816445,0.008732988655744142,0.005150828058177732,0.005366653646710155
22,0.0661921217886342,1.125982549919443e-7,7.8500538341627895,1.9403801781077773e-5,2.28836546754185,15.79341100694914,0.07792443915940814,0.05578501478390737,0.27081572814247845,15.098362233410464,273753.3695739065,290734.1196687656,256582.6923119557,364134.1882365476,370885.7091993106,0.13801403579672325,0.08781002910096566,0.08585751391349646,0.032633547354768123,0.07353927967337943,0.004101276419908908,0.005034028778520796,0.007358936756672714,0.004802333390422723,0.004755878531601826
23,0.07288329227125244,1.421769772427429e-7,6.820090422735558,1.9789536183505388e-5,2.0189963322093685,10.219802699667639,0.08932558319359987,0.043299380139430445,0.2557035428705452,23.74424713953958,269524.46752483054,293324.5534287242,251144.26418816793,430381.7087848734,359946.21973910125,0.17406408609310334,0.10139702745847846,0.0887572134439374,0.04603460739013909,0.09072240832072503,0.004191865200057653,0.004739990694318883,0.00859476878294194,0.004592433395861237,0.005090226405525893
24,0.057722832995725386,1.042157421990975e-7,7.644640863898255,1.8539544747887356e-5,1.7859375423908606,23.880595061408766,0.0592896618504817,0.05039132505154443,0.20873620077650754,20.35613471042966,274654.11511266115,300418.9488466467,260794.48611148272,387994.9232778116,377598.1418777061,0.07915778788576788,0.05930522673490112,0.0720815147032889,0.01695746360821767,0.041586575421658147,0.004505371548482314,0.005480729812679348,0.007330090085766419,0.005993563926319014,0.005651464353032627
25,0.07593723674029776,1.377989480246494e-7,13.270463983175054,1.9203338195491342e-5,2.5519790971680414,19.927051386712414,0.08294097911563182,0.0724042881108594,0.29619886137252893,17.79964773204291,242433.26286148102,289158.9925276915,202936.62327235317,315829.11202902446,377967.2747559753,0.11009382176890888,0.07408893591199564,0.08245918460811139,0.03219981816161782,0.06851805505386382,0.005208471606270406,0.005696093666261931,0.007885767727407057,0.00598562177882018,0.006405755834272165
26,0.06690689245599006,9.87009625740945e-8,5.887831662118805,1.947627323899818e-5,2.0246467588192623,12.037368256120649,0.08388600768593482,0.04553265761005986,0.18735580846911054,25.345299361893066,272439.69412236,264768.8886310663,282792.0120824992,341885.4332339711,358703.7466851982,0.15284038257888669,0.08414676839110281,0.08734608555798698,0.033703945306581926,0.08367943590229523,0.003199433518263477,0.004436725776070549,0.007519927893034999,0.004217306258771442,0.005659085703333555
27,0.07658114864731641,1.3515472267046924e-7,6.869713411510166,2.0168745184613906e-5,2.1484000125621168,8.107817362056554,0.0937176541690195,0.03362756014263244,0.35068388555919705,20.465213085939876,269629.1159617178,315969.1803076813,232425.08523873484,328051.41120066715,357298.5564023665,0.24743911588907946,0.14336063459872403,0.1277815658920375,0.06909090169982492,0.1309734540129921,0.004532817722741304,0.00583796906751779,0.007505082347838307,0.0037070318977097108,0.005054094280546672
28,0.05449915566370338,8.486534259809233e-8,8.858105315310638,1.9454294727375704e-5,1.5827359016721703,13.521654633754842,0.08067535491372017,0.04291145737899739,0.28128579773860374,23.669456667924926,298618.55145131674,273090.1363800615,287963.980791877,355877.4563632296,378244.06404875463,0.1114499074505779,0.07866546845163673,0.07327955352542122,0.0305910823433537,0.06086498925510231,0.00542598987678046,0.004868087255198995,0.008062356017471413,0.005302573991883182,0.005296786079756035
29,0.0678633093629192,1.2157847835134351e-7,8.189830938471552,1.9374039705320725e-5,1.7695115269699557,14.473147094375076,0.07656828783620463,0.030736615677929322,0.252565272618755,22.757279715295585,221515.8927583114,300429.4511422454,231096.82148002108,314499.8256793829,360539.60796354816,0.11244646736242472,0.06344239717083008,0.06420122425848712,0.022737075312214906,0.049520340193333214,0.0038392031967114135,0.0044621581600548695,0.007931429854479385,0.004076750011161339,0.004477234356156496
30,0.0761472507080676,1.4452630886279876e-7,7.751474434460303,1.9398510866164262e-5,2.4207134578866207,16.444219314878673,0.08051138432783861,0.0432016713696029,0.25378299235455615,32.082134772293834,209929.9504557995,279044.7025468896,219005.6349439182,326022.70384892455,366540.96297663543,0.14042461063687867,0.0793243594968682,0.08437943998520808,0.029339696412261623,0.06648488905979688,0.003014652807965258,0.0041842207834819805,0.006790394134746369,0.004468610522172082,0.004834956663084234
31,0.06342211739788937,1.1921793645482134e-7,5.955552346865989,1.8604525564493777e-5,2.370809910654469,21.97879180856978,0.06300220477132593,0.0492767933695264,0.21450665719936302,23.869290249385017,260457.7475497149,290865.2254127771,270039.3006572102,340151.4598600841,365646.4437283552,0.09975024413971473,0.060721450107636916,0.0704595449230836,0.02500820488644994,0.05778504895453938,0.004400382379182643,0.005952533302569935,0.008092980041715605,0.0068928856020238636,0.006107466241309961
32,0.06588538868915193,1.1426237200459124e-7,5.768240360142058,1.9636875778787723e-5,2.384618212418221,12.540360528671885,0.08359410514702048,0.029948893257524027,0.2089081360820045,32.73581450804292,286845.13340486767,311185.48564656836,243773.7876099783,342709.17632461205,366087.4694934035,0.1621796874550088,0.09563201188115956,0.08167061985827945,0.034783030015146224,0.07485102517130458,0.00264427951094098,0.004038573006874977,0.007768082948759592,0.004789070018298773,0.003924794113511472
33,0.06626430834166533,1.4992231252061017e-7,8.012704962406538,1.88077002749489e-5,1.65156542338328,18.562330820546478,0.08650719259098902,0.049881158738657554,0.2837759791952026,13.527707003926214,222547.56368334443,265297.677836098,211137.87064102234,318196.1245410252,369746.7091624701,0.06545521099685774,0.04567367304500461,0.05430197402113328,0.015338505731116241,0.03558609754009909,0.004868301291660215,0.0060865521409481154,0.008781620172456392,0.006050112032970089,0.006144417893973034
34,0.07312882905363978,1.3860729694694573e-7,7.009702478551968,1.92094654413043e-5,2.550448106996713,13.184916489255663,0.07735028837555612,0.05269444786838832,0.2155275121772688,15.847416093109892,240340.51435573364,263185.555188598,259501.01071285913,299713.54556147335,364917.8921544736,0.13209773093866722,0.08065142082039141,0.07372627540107043,0.027068425539143147,0.05701519772145895,0.0043942748259183295,0.006882677397968494,0.009754838189286857,0.005725294917050258,0.0063522967918143
35,0.06911973108520762,1.0611848480522155e-7,6.307418107212249,1.9205138774637872e-5,1.7706813050955228,17.821830023480906,0.06560882780341797,0.04402767468198395,0.3157094347432915,13.706931185544132,257855.32770803693,300796.0767579843,241992.1319966006,383776.19643515634,362742.5391891995,0.14635689290064455,0.08980450320525286,0.08750971800618924,0.03789265577509465,0.07199063813735304,0.005150579688609062,0.005857880346810609,0.00814283791985494,0.00521987506340198,0.005265351703326634
36,0.06174388625197796,1.1072582317350012e-7,6.720603061609208,1.9589568183171765e-5,1.8796962111975353,10.646127245084235,0.0853539940861262,0.033194733924181104,0.2579255816295493,13.917780917702931,291787.79712479556,316964.4984275404,250325.22617695364,369579.5504857822,361145.4518108925,0.1271782354999219,0.08302828511371886,0.07103672580119895,0.030894634765014393,0.06715386243511258,0.004767043661757104,0.0056945156904421,0.008409534905369803,0.004977372671620086,0.004830363853082905
37,0.06346349244857881,1.0184747929998229e-7,9.337802218440933,1.951262043224418e-5,1.9663152168448348,13.649224191871262,0.08302417408440539,0.046532469700707034,0.24326596705462417,27.868825928018715,242166.06065472148,299111.8891528038,264364.6922966037,402582.64573652565,362399.06173072895,0.14258829268102077,0.08298603573057049,0.06707212361246366,0.03249849724106361,0.064002316358702,0.003785037786134464,0.005035537994837594,0.007697833908227932,0.004822610397870864,0.004497248286087183
38,0.07286971301078311,1.4617039511683538e-7,10.891980569368753,1.9157606070858474e-5,1.6832902901761215,18.116664938720294,0.07726068468453813,0.04912414260149211,0.2551088736692715,25.5920262344639,229496.08620174337,290513.3404508552,237929.64602108698,353189.5465887698,363316.96856515924,0.0959460898952689,0.0620695177995514,0.07007325597184197,0.021627834013304193,0.05608667228103073,0.004470982373745594,0.005948436196004772,0.007522670800870347,0.00506189679014863,0.005804720089999431
39,0.08181899308594315,1.3811613303639793e-7,6.524503930058068,1.86487972685735e-5,1.81505577984819,23.791151068377918,0.05738562531322535,0.050468103256457744,0.2348816376969203,24.63215311613803,203035.5604377202,264010.6253753626,238792.16822867453,270248.5472091521,362998.8547307562,0.11874146499547011,0.07566490715544326,0.08264819361738766,0.02637577704845829,0.05501284396547385,0.004701903594203888,0.0061032363987398724,0.008148533846552512,0.005968893758232056,0.005853834486102608
