Parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,valid,Q5,Q50,Q95,MCSE_Q2.5,MCSE_Q25,MCSE_Q50,MCSE_Q75,MCSE_Q97.5,MCSE_SD,Bulk_ESS,Tail_ESS
r,0.14958486109162483,1.1112778255415174e-4,0.009703968646952615,0.1312575883609065,0.14290515548938076,0.1493599131266217,0.1558274358447989,0.16954279417392115,7602,1.0004703817661436,1,0.13424564599786587,0.1493599131266217,0.16604022294587284,3.655585000727074e-4,1.299518195748417e-4,1.44094795751587e-4,1.4736471851688193e-4,2.3857291963545746e-4,7.858221434718615e-5,7621,10068
Q,1.9253794594361084e-7,8.293082315840223e-11,1.0597138407618249e-8,1.7251726843467187e-7,1.854133441504671e-7,1.9212070142157053e-7,1.993987341091867e-7,2.145385049611353e-7,16299,1.0002288798651808,1,1.7563417325189896e-7,1.9212070142157053e-7,2.106003113364969e-7,2.5011743110179247e-10,1.0829296136896551e-10,1.097109128840671e-10,1.3348201248504732e-10,2.9048284829354345e-10,5.880481320020343e-11,16353,10372
a1,4.444666517753365,0.027730240845386462,1.9649938361194417,1.8871096275981547,2.980464322867533,3.9947100725212925,5.485682787031963,9.341901177342093,4971,1.000575798671049,1,2.0947913920401824,3.9947100725212925,8.329841986780611,0.018851458986183234,0.02074791641110929,0.03367516074231047,0.046633705268767756,0.08555714269279147,0.019609380431817463,4326,6764
h1,1.0941366280504163e-5,4.8260187959600944e-9,3.0365934937190107e-7,1.0213876801837642e-5,1.0773038743098651e-5,1.0992529361915341e-5,1.1164484339898444e-5,1.1378377425563694e-5,3935,1.0009096439150071,1,1.0375137857198443e-5,1.0992529361915341e-5,1.1334717728105657e-5,1.5470462874300527e-8,7.024649506196255e-9,4.693511981802667e-9,3.6539957149387374e-9,3.6607284377791467e-9,3.412762046391589e-9,4356,5787
w1,1.9886872803626465,0.006883905619225407,0.6955132476555763,0.6328267475403029,1.5104332628487127,1.9932596584029234,2.46158615081705,3.358417784929339,10175,1.0001164859732725,1,0.8359040952077207,1.9932596584029234,3.1269468624362347,0.019254130773696254,0.010853214652247978,0.008029589571376672,0.00679380395451612,0.013750773978360886,0.00486779540983066,9921,5503
a2,24.656324323466432,0.06980725106723282,5.145911912109994,16.97330599336224,20.989187709402824,23.829095121433877,27.44591197684616,36.91775573037416,5445,1.0013598508983992,1,17.871983167074507,23.829095121433877,34.25256055385431,0.07169587059792804,0.05431731888202762,0.07139785763622797,0.11270396253520687,0.30798692062446165,0.04997494894744985,5836,6892
e2,0.0626343764780345,1.7922684531783734e-4,0.013968704237325259,0.0374637501495322,0.05281322003328561,0.06182107671916223,0.07175911089677972,0.09187885606071457,6063,1.0010234896271977,1,0.04107509276664804,0.06182107671916223,0.08661356943651942,3.387948831379932e-4,2.0923438344016762e-4,2.3040162308355164e-4,2.1654685196784845e-4,4.479915546254376e-4,1.2673860325563966e-4,5815,6656
d2,0.038765626456741614,8.357532833212463e-5,0.008496203613164983,0.022126954610238586,0.03287000155838236,0.03881516707744695,0.04452015281469343,0.055362773910081396,10328,1.0004629386226884,1,0.024792102038326845,0.03881516707744695,0.05272956964546383,2.3411742925736473e-4,1.256228262291742e-4,1.0271810480924279e-4,1.0230830472702027e-4,2.1838840217389133e-4,5.909834965911607e-5,10298,8459
h2,0.0467126601258596,3.9788654966589355e-4,0.03571993911723869,0.0019564423154201267,0.018807546531268374,0.039504298770430935,0.06637322081816341,0.13394183862992598,8032,1.000047226417879,1,0.0039833936839075565,0.039504298770430935,0.11644302390040356,1.2804124522357318e-4,3.9828244837678516e-4,4.811121958188738e-4,6.242992923828558e-4,0.0013881705213030088,2.8135845952039753e-4,7171,7120
w2,5.68679275671047,0.04583631692316539,4.653464918606187,0.16424358913926623,2.036214178608536,4.555400913956343,8.238284569047842,17.18795142064523,10317,1.0007174368147722,1,0.36786467919342436,4.555400913956343,14.847822444825669,0.010664293468603328,0.04365587201079524,0.05664447615078183,0.07809599359056385,0.18589048588318313,0.032412087614341924,8560,6842
N1_0[1],237960.94476925704,317.5774652331326,28036.96751937911,187494.9605498538,218754.99102873687,236326.9582157826,255436.06748254912,298121.55265796935,7789,1.000301759915614,1,194590.22150306325,236326.9582157826,286775.4157245389,540.3242588936118,369.0367017794051,281.1088413036632,406.0907476753782,1018.1630693176703,225.27236351484052,7821,9267
N1_0[2],227667.02915579607,309.15381961846555,28704.92060575684,175454.1689508636,207614.229406515,226359.3809394526,246043.86466474587,288165.85645263566,8578,1.0002769363219723,1,183521.10259758137,226359.3809394526,276926.73320826935,558.6434116305172,337.54801718579256,370.8972785463702,428.08229837309045,1066.1950423393864,218.6121585415932,8579,10120
N1_0[3],252250.86837846565,320.1475219227771,29743.959041177215,198535.78946517466,231582.498368839,250469.20546535501,270669.92210834095,315952.84604683885,8596,1.0002193631977467,1,206452.80601437038,250469.20546535501,303813.418025412,642.7309241006587,380.2037192523276,411.28293258220947,438.2003379430389,1127.9619700520125,228.01977931341855,8768,10019
N1_0[4],277317.21305032715,342.2246490701332,32268.764634534684,219093.16914213728,255065.7196244405,275451.0552246922,297515.61845155485,345609.8078911643,8865,1.0001315140688287,1,227989.99992785667,275451.0552246922,333846.1484052848,931.953991749062,418.6521578106476,415.10242356397794,490.26624471414834,1074.7082679576706,241.99730888780562,8830,9885
N1_0[5],288169.0328440278,48.69769689112259,6690.551699052564,275148.04087375145,283643.94099904544,288197.8236331118,292695.0684744308,301318.0839829351,18829,1.0003503002542689,1,277115.9181532292,288197.8236331118,299314.59423792583,175.41211659440887,84.95233297671075,61.17789118766086,83.9543239727791,214.30188841282506,34.43500389609511,18862,9891
N2_0[1],0.05114344566161788,2.784531915391019e-4,0.021632036913484386,0.022137773530803928,0.03571414356220809,0.04675926708612969,0.06196594234165958,0.10511822826980925,5981,1.0002713903786076,1,0.024958120197203632,0.04675926708612969,0.09247395927194635,2.449959564802661e-4,1.9208982634369084e-4,3.2317745102800055e-4,4.4732796324270865e-4,0.0010306035227003532,1.969056561596205e-4,5533,8318
N2_0[2],0.03175046319023035,1.6986881285834584e-4,0.01423335848751155,0.012909538561408739,0.021977782602082385,0.028698544060264473,0.03831315200218479,0.06852543272638963,6990,1.000461419447946,1,0.014690077842406571,0.028698544060264473,0.05903221437895991,1.930059895549471e-4,1.2984126150847146e-4,1.675151252500083e-4,2.6310803954500764e-4,0.001003098718169268,1.2012037969840988e-4,6830,9124
N2_0[3],0.06830569190112586,3.7970494867468354e-4,0.02766603822015104,0.03094809615471085,0.04818375625446937,0.062390141013182854,0.0826531772149757,0.13756111090087772,5259,1.0005716749183973,1,0.03446580554550603,0.062390141013182854,0.12125469253503351,2.520904368457158e-4,2.8977704707637206e-4,4.237714824052545e-4,6.250866958302792e-4,0.0013513379025351518,2.685066960138873e-4,5023,9228
N2_0[4],0.054287543174761095,2.413499639462193e-4,0.019423398777058575,0.026511588908250113,0.04075233831568193,0.050831885826920005,0.06402545903770138,0.10231745251699684,6402,1.0005147014060434,1,0.029432253997809056,0.050831885826920005,0.09078440829642881,2.215077673705032e-4,1.8773272932883292e-4,2.3120728181710154e-4,3.3729138738488457e-4,8.49103109697727e-4,1.7066788215602778e-4,6221,8972
N2_0[5],0.0657462719176372,2.4052269222020185e-4,0.019224729074055487,0.035794909328837575,0.052118259455112746,0.06311178408950562,0.07648950090018788,0.11083602737724577,6343,1.0003017786019603,1,0.03933189192294567,0.06311178408950562,0.10098470365206584,3.159304051026726e-4,2.2036108417578665e-4,2.677910555271418e-4,3.4277851362181366e-4,7.983846619275883e-4,1.700829919811587e-4,6220,8998
N3_0[1],0.006168870043184009,6.840059896543926e-6,7.215445035815369e-4,0.004799707312364082,0.005683190300481023,0.006141807191839009,0.006637922946152881,0.007669477591654681,11028,0.9999712210512925,1,0.005019930696838504,0.006141807191839009,0.00739673746955569,1.820568085807812e-5,7.394281410919284e-6,7.846657406914651e-6,9.714481053862186e-6,2.008046588121773e-5,4.840587000646475e-6,11111,10873
N3_0[2],0.005083839480927503,5.625725664017705e-6,6.064927852648738e-4,0.003961384661252636,0.004665439910094206,0.005061165077040804,0.005477140443138184,0.006338867702982108,11609,0.999998537428351,1,0.004121833500852757,0.005061165077040804,0.006108744746524257,1.274626899725774e-5,7.73681132100858e-6,7.588808653559258e-6,7.62421101302771e-6,1.7672030160237415e-5,3.978088628470406e-6,11527,9997
N3_0[3],0.007388043945568882,8.356987063008303e-6,9.289877169103962e-4,0.005653458622938196,0.006749162361701261,0.007353721962840843,0.007996905781320524,0.00931296230489746,12328,1.0001188279918058,1,0.005912516109232008,0.007353721962840843,0.00897871598724004,1.8452540679947827e-5,1.1920831851388886e-5,1.0470638576005713e-5,1.2883648415467144e-5,2.528766661538326e-5,5.909421684602991e-6,12291,10129
N3_0[4],0.0061548324890373166,7.1159032826989874e-6,7.759273800780294e-4,0.004734258099050823,0.005619812167164789,0.006120892611148977,0.006654093181862908,0.0077650630714477895,11871,1.0002357828537713,1,0.004940943230910402,0.006120892611148977,0.007469491685152572,1.413958748064598e-5,9.526414910214411e-6,7.804394687190193e-6,8.634480907787102e-6,2.3027512444096388e-5,5.0318268906908585e-6,11742,9288
N3_0[5],0.005417251937462488,5.367965985727785e-6,6.454038471314734e-4,0.0042261901416959895,0.004976795742431312,0.005386515622358438,0.005826585177070437,0.006770221038766692,14420,1.0001616387745076,1,0.004414664278479931,0.005386515622358438,0.006527068244339735,1.43780755366852e-5,7.87174493426402e-6,5.352354891498268e-6,8.519889965680379e-6,2.3109642232284604e-5,3.7988980701411044e-6,14327,10752
